Location,Hospital_Name,State,District,Pincode,Latitude,Longitude,Specialisation,n_beds
"Opposite Mirani Nagar, 1St Floor, Junction Of Ganesh Gawde Road & Valji Ladha Rad, Mulund (W)",Shraddha Polyclinic and Nursing Home-Mulund-Mumbai,Maharashtra,Mumbai,400080,19.1725542,72.942537,Gynaecologist & Obstetrician,15
B. P. S. Plaza 1St Floor Near Mulund Bus Depot Devi Dayal Road Mulund (West),Shree Ram Eye Care Centre,Maharashtra,Mumbai,400080,19.1557098,72.9524625,"General Physician, Urologist, Diabetologist, Tuberculosis, Cardiac, Asthma, Hepatitis, Maternity",4
Sarvodaya Parshwanath Nagar Mulund W Mumbai,Shree Sai Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400080,19.1641019,72.9453184,General Physician,5
"104, Aroto House, Saidham P K Road, Mulund (W), Mumbai",Surya Eye Institute and Research Centre Pvt Ltd,Maharashtra,Mumbai,400080,19.1725542,72.942537,"General Physician, Urologist",8
"Panchsheel Building., M.G.Road,",Swastika Nursing Home,Maharashtra,Mumbai,400080,19.0351003,72.8591851,Orthopedic,4
"Rashman Apartments, S.L Road Mulund ( West ) , Mumbai",Upasani Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400080,19.1725542,72.942537,"Gastroenterologist, Urologist, Maternity",14
"A-4/2, 24, Veena Nagar, Lbs Marg, Mulund (W), Mumbai,",Veena Nagar Health Care Center and Hospital,Maharashtra,Mumbai,400080,19.180878,72.944899,Gynaecologist & Obstetrician,14
"Veena Nagar Phase Ii, Near Swapna Nagari Tulsi Pipe Line Road, Mulund(W) Mumbai",Vertex Hospital,Maharashtra,Mumbai,400080,19.1444557,72.9169635,Ophthalmologist,4
"Maruti Darshan, C Wing, 2Nd Floor, Mulund East, Mumbai",Aaditya Netralaya,Maharashtra,Mumbai,400081,19.1565109,72.9637728,"Orthopaedic, Paediatrician",6
"Chandraganga Apartments, V.B.Phadke Marg, Near Subway,Mulund (East), Mumbai",Chandraganga Hospital - Mulund,Maharashtra,Mumbai,400081,19.1565109,72.9637728,"Pathology Labs
",0
"Ground Floor, Saurabh V.B. Phadke Rd, Gavanpada, Mulund (E), Mumbai,",Dr. Sabnis Maternity and Nursing Home,Maharashtra,Mumbai,400081,19.171775,72.9622211,Maternity,11
"101 Maa Durgamata, Hanuman Chowk, Navghar Road, Mulund East, Mumbai",Gomathi Eye Centre,Maharashtra,Mumbai,400081,19.1695051,72.9596346,Dentist,2
"Bunglow 10, Mhada Clolony, Mulund Ease Mumbai",International Institute Of Sleep Sciences,Maharashtra,Mumbai,400081,19.1735888,72.9566508,"General Physician, Paediatrician",4
"102-B, Varadalaxmi, Near Jay Ganesh Cinema, Gokhale Road, Mulund East, Mumbai",Mahatme  Eye Hospital,Maharashtra,Mumbai,400081,19.1695809,72.9579077,"General Physician, Gynaecologist & Obstetrician",16
Gayatri Building 1St Floor Hanuman Chowk L T Road Mulund(E) Mumbai,Maher Maternity and Nursing Home,Maharashtra,Mumbai,400081,19.1702704,72.958854,Orthopaedic,4
"1St Floor, Girnar Building, Next To Dominos Pizza, Hanuman Chowk, Gokhale Road, Mulund(East)",Maruti Nursing Home,Maharashtra,Mumbai,400081,19.1695809,72.9579077,Orthopaedic,4
"Shanti Sadan Gv Scheme Road, 90 Ft Road Mulund (E) Mumbai",Mulund Nursing Home,Maharashtra,Mumbai,400081,19.1565109,72.9637728,Maternity,16
"1St Flr Sitamai Apartmets Hanuman Chowk L.T. Road, Mulund (East)",Omkar Surgical and Maternity Home,Maharashtra,Mumbai,400081,19.1565109,72.9637728,General Physician,2
"Vidhataapartments, Groundfloor, Mulund(E)",Saidhanhospital Iccu and Eye Care,Maharashtra,Mumbai,400081,19.1565109,72.9637728,"Urologist, Maternity",17
"Shreenath Plaza, L. T. Marg, Mulund East, Mumbai,",Shushrusha Hospital and Icu,Maharashtra,Mumbai,400081,19.1714081,72.9578599,"Gynaecologist & Obstetrician, Ophthalmologist, Oncologist",17
"Mulund Colony, Opposite Chhedda Petrol Pump, Off L. B. S. Road, Mulund (West)",Aastha Health Care - Mumbai,Maharashtra,Mumbai,400082,19.1747331,72.9419373,Maternity,18
"Buiding No. E/5, Highland Park Guru Gobind Singh Road , Jai Shastri Nagar , Mulund Colony , Mulund ( West )",Ashirwad Maternity and Nursing Home,Maharashtra,Mumbai,400082,19.1711783,72.933681,"General Physician, Gynaecologist & Obstetrician, Ophthalmologist, Cardiologist, Diabetologist, Neurologist",16
"E-5/03, Highland, Park, Jaishuskinagar, Mulundcolony, Mulund(W)",Sai Siddhi Hospital,Maharashtra,Mumbai,400082,19.1725542,72.942537,"General Physician, Orthopaedic",6
"139/2447, Group Vii, Tagore Nagar, Vikhroli (E), Mumbai",Atul - Lok Hospital,Maharashtra,Mumbai,400083,19.1176258,72.9327686,"Gastroenterology, ENT, Dental, Gynaecology & Obstetric, Ophthalmology, Endocrinology & Diabetes, Urology, Dermatology",4
"Pirojshanagar, Vikhroli(E), Mumbai",Godrej Memorial Hospital,Maharashtra,Mumbai,400083,19.0966611,72.9239095,"General Physician, Ophthalmologist",4
"Sai-Prasad Shopping Centre, Kannamwar Nagar, Vikhroli",Jan-Seva Charitable Trust`S Sai-Krupa General Hospital,Maharashtra,Mumbai,400083,19.1167435,72.937045,"Gynecology/Obstetrics, Gynecologic Oncology",18
"210/3042, Near Sangali Sahakari Bank, Tagore Nagar No.1, Vikhroli(E), Mumbai",Laxmi Health Care Center and Iccu,Maharashtra,Mumbai,400083,19.091182,72.9208636,"General Physician, Gynaecologist & Obstetrician, Cardiologist, Diabetologist, Oncologist, Orthopaedic",18
"237/3258, Tagore Nagar, Opp: Muncipal Market, Vikroli - East Mumbai",Modi General Hospital And Iccu,Maharashtra,Mumbai,400083,19.0759837,72.8776559,"ENT, Urologist, Gastroenterologist, Dermatologist, Gynaecology & Obstetrics, Endocrinology & Diabetes, Ophthalmology",18
"283/3633, Tagore Nagar, Group 2, 90 Feet Road, Near Taxi Stand, Vikhroli (East), Mumbai,",Ruby Medical Centre,Maharashtra,Mumbai,400083,19.091182,72.9208636,Orthopaedic,4
"254/3383, Tagore Nagar, Ganesh Mandir Road, Vikhroli (E), Mumbai",Shakuntala Nursing Home,Maharashtra,Mumbai,400083,19.091182,72.9208636,"General Physician, Paediatrician",4
"Laxmi Estate, Opposite Khamkar Masala Station Road, Hazare Marg , Vikhroli (E) Hazare Marg , Vikhroli (E)",Shrinathji Hospital,Maharashtra,Mumbai,400083,19.1132913,72.9306159,Institutions For Aged,0
"No. 199/2952, Group No. 08/B,Opposite Old Tagore Nagar Post Office,Tagore Nagar,Vikhroli East,",Yashwant Hospital,Maharashtra,Mumbai,400083,19.091182,72.9208636,"Gynecologist, Orthopedic, Neurologist",17
"Jagruti Co-Op Hsg Near Maratha Mandir Co-Op Bank,Bhatwadi Ghatkopar Mumbai",Abhishek Nursing Home,Maharashtra,Mumbai,400084,19.07907,72.907976,"General Physician, Gynaecologist & Obstetrician",18
"Ground Floor, Khanna Apartment, Link Road Asalpha Ghatkopar (West)",Sagar Nursing Home and Icu,Maharashtra,Mumbai,400084,19.0908063,72.9076669,"General Physician, Paediatrician, Diabetologist, Maternity",18
"101-102-103, Sai Darshan Co-Opp Soc Asaifa, Bhattwadi Ghatkopar - West Mumbai",Vivek Maternity And Nursing Home,Maharashtra,Mumbai,400084,19.0908063,72.9076669,"Urologist, ENT, Gynaecology & Obstetrics, Ophthalmology, Nephrology",33
"B-Shrenik Nagar Amrut Nagar, Behind Ghatkopar Industrial Estate, Ghatkopar (W)",Adarsh General and Maternity Nursing Home- Ghatkopar,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Ophthalmology, Endocrinology & Diabetes, Urology, Nephrology, ENT, Dermatology, Gastroenterology, Gynaecology & Obstetrics, Dentist",8
Ghatkopar(W),Advanced Ent Center,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"General Physician, Neurologist, Coronavirus Treatment, Diabetologist, Urologist",25
"207, Jyoti Chambers, Khot Lane, Above New Bata Showroom,Ghatkopar(W), Mumbai",Amar Jyot Eye Care Centre,Maharashtra,Mumbai,400086,19.0908063,72.9076669,Orthopaedic,25
"104, Prabhu Krupa, Next To Radha-Krishna Hotel, L.B.S. Marg, Ghatkopar (W) Mumbai",Dalal Hospital,Maharashtra,Mumbai,400086,19.0898792,72.908696,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Ophthalmologist, Urologist, ENT, Dental",25
Ghatkopar(W),Divya Rekha Eye Hospital,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"General Physician, Gynaecologist & Obstetrician, Cardiologist",25
"Shiva Plaza, Lbs Road, Opp Ghatkopar Tel Exchange, Ghatkopar (W) Mumbai",Dr Sonagra Medical And Surgical Centre,Maharashtra,Mumbai,400086,19.0908063,72.9076669,Chemist,0
"Chandrodaya, Jivdaya Lane, L.B.S. Road, Between Ghatkopar Telephone Exchange & Sorvodaya Hospital Ghatkopar (W)",Dr Sules Vaibhav Polyclinic and Siddharth Nursing Home,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Gynaecology & Obstetrics, Ophthalmology, Gastroenterology, Nephrology, Endocrinology & Diabetes, ENT, Dermatology, Dentist",48
"Avantika Apt., New Maneklal Estate, Ghatkopar (W)",Dr. Bhanushalis Nursingh Home,Maharashtra,Mumbai,400086,19.0898504,72.9013911,Maternity,20
"B - 6 / 7 Ist Floor, Dharmodaya, Jeevdaya Lane, Ghatkopar (West)",Dr. Savlas Polyclinic And Nursing Home - Mumbai,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"General Physician,Pediatrician",0
"Ghatkopar,West",Dr. Vinod B Joshi Maternity Nursing Home,Maharashtra,Mumbai,400086,19.0908063,72.9076669,Multi-Speciality,6
"B/6-7, 1St Floor Dharmodya Building Jeevdaya Lane Ghatkopar (W)",Fracture Care Hospital and Dignostic Center,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Fracture,Orthopaedic",3
"301-302/B, Bhaveshwar Plaza, Near Shreyas Cinema, Lbs Marg, Ghatkopar East",Furia's Eye Clinic,Maharashtra,Mumbai,400086,19.0890786,72.9075341,"General Physician,Pediatrician",10
"Shradhanand Road, Ghatkopar (W), Mumbai",H. J. Doshi Ghatkopar Hindu Sabha Hospital,Maharashtra,Mumbai,400086,19.0294825,72.8560871,Eye Specialist,0
"Shradhanand Rd, Ghatkopar Mumbai",Harilal Jechand Doshi Ghotkopar Hindu Sabha Hospit,Maharashtra,Mumbai,400086,19.0860468,72.9080866,"Gynecologist, Obstetrics",20
"Opposite Ghatkopar Rly. Station, Mumbai",Jeevan Jyot Hospital,Maharashtra,Mumbai,400086,19.1445583,72.9373038,"General Physician,Pediatricians",0
"No. A/102, Chandrodaya Bldg,Jivdaya Lane,Between Sarvodaya Hospital & Telephone Exchange,Ghatkopar (W),",Jeevandeep Children Hospital,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Orthopaedic,Paediatricians,Neurologist",2
"Jivdaya Lane, Dharmodaya B Wing, 1St Floor, Ghatkopar (W) Mumbai-86",Jivdaya Hospital,Maharashtra,Mumbai,400086,19.07907,72.907976,General Physician,0
"2A/2B, Dhanwantari Bldg., Opposite Abhiyudaya Bank, Jeevdaya Lane, Off L.B.S Marg Ghatkopar ( West ) ,Mumbai",Kedia Nursing Home,Maharashtra,Mumbai,400086,19.0898792,72.908696,Gynecology/Obstetrics,10
"B-1,Anand Bhuvan,Hira Chand Desai Rd, Ghatkopar (West), Mumbai,",Matangi Nursing Home,Maharashtra,Mumbai,400086,19.0886373,72.9080266,General Pediatrics,50
"B103-104, Lal Bahadur Chs, Opposite Sarvodaya Hospital, L B S Road Ghatkopar",Medico Surgical Clinic And Hospital,Maharashtra,Mumbai,400086,19.0879271,72.90482,General Physician,5
"302/303, Trimurti Arcade, 3Rd Flr, L.B.S. Road, Near Sarvodaya Hospital, Ghatkopar (W)",Navnirman Maternity And Surgical Hospital,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Gynecology/Obstetrics,General Physician",4
"203- A, 205, Trimurti Arcade, Near Sarvodya Hospital, L.B.S.Marg, Ghatkopar(W), Mumbai",Noble Hospital,Maharashtra,Mumbai,400086,19.0898792,72.908696,"Orthopaedics,Neurologist,Cardiologist,Urologist",149
"A1, Harekrishna Building,First Floor,Near Telephone Exchange,L.B.S. Marg,Ghatkopar(West)",Nulife Hospital,Maharashtra,Mumbai,400086,19.0898792,72.908696,Multi-Speciality,149
"Ward No 29/30, Sarvodaya Hospita, L B S Marg,Ghatkopar West, Mumbai",Psychiatric Clinic and Rehabiliation Centre,Maharashtra,Mumbai,400086,19.0898792,72.908696,General Physician,12
"A-1,2 Aarti, Amrut Nagar, Ghatkopar (W), Mumbai,",Pushpak Maternity and Nursing Home,Maharashtra,Mumbai,400086,19.1029426,72.9117206,Orthopaedic,10
"Gr. Flr, Prem Ashish, Opposite Param Keshav Baug, Navroji Lane, Ghatkopar (W)",Sanghavi Eye Clinic,Maharashtra,Mumbai,400086,19.0864675,72.9041042,"Dermatologist, Pediatrics, Cardiologist, Gynaecologist, Dentistry",35
"Rangwala Appt, 1St Flr, Mahatma Gandhi Rd, Opp Bank Of India, Ghatkopar W)",Sanjeevani Nursing Home,Maharashtra,Mumbai,400086,19.0868475,72.9079402,"Orthopaedic,Coronavirus",130
"A Wing,Bhaveshwar Plaza Lbs Marg Ghatkopar - West Mumbai",Sapna Health Care Centre Pvt Ltd,Maharashtra,Mumbai,400086,19.0898792,72.908696,"cardiologist, dermatologist, obstetrics, ophthalmologist, pediatrics, neurologist, rheumatologist",110
"C-403 & 404, 4Th Floor, Bhaveshwar Plaza,L.B.S.Marg,Ghatkopar.",Sarita Eye Clinic,Maharashtra,Mumbai,400086,19.0879271,72.90482,"Pediatrics, Gynaecologist,Maternity,Gastroenterologist",30
Siddhi Sai Co Op Hsg Soc Gr.Flr. Damodar Park Next To Shreyas Cinema L B S Marg Ghatkopar(W) Mumbai,Shakunntala Maternity and Surgical Home,Maharashtra,Mumbai,400086,19.0898792,72.908696,"General Physician, Paediatricians,Maternity,Dengue, Vaccination, Fever",4
"Siddhi Sai Co-Op Hsg Soc, Gr Flr, Damodar Park, Next To Shreyas Cinema. L B S Marg, Ghatkopar (W)",Shankutala Maternity and Surgical Home,Maharashtra,Mumbai,400086,19.0898792,72.908696,"Cardiologists , Echocardiologists,Bone Fracture, Paediatrics, Urologist",13
"Prabhu Krupa,103, L.B.S. Marg, Sarvodaya Hospital, Ghatkopar(W), Mumbai,",Shanti Nursing Home,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Breast Ultrasound, Bone Mineral Density,Abdominal Ultrasound,Diagnostic Ultrasound",5
"A/101,Chandradaya Bldg,Above Saibaba Temple,R.B. Kadam Marg, Lbs Road,Ghatkopar(W)",Shradha Heart Hospital,Maharashtra,Mumbai,400086,19.0932331,72.9136926,"Dental,Maternity, neurologist, Bone Fracture,Urologist",8
"40, Shah Veni Bhavan, Jagdushanagar, Ghatkopar (W), Mumbai,",Shree Nagher Samaj Sanchalit Hospital,Maharashtra,Mumbai,400086,19.0908063,72.9076669,Obstetrician,12
"401, Rajshree Plaza, L.B.S. Marg, Opposite Shreyas Theatre, Ghatkopar(West), Mumbai",Suyog Urology Centre,Maharashtra,Mumbai,400086,19.0908063,72.9076669,"Nephrologist, Dialysis center",10
"Trimurti Arcade, Near Sarvodaya Hospital, L.B.S. Marg, Ghatkopar (W),Mumbai",Thakur Eye Clinic - Ghatkopar,Maharashtra,Mumbai,400086,19.0898792,72.908696,Paediatrician,35
"Chandrodaya, Jivdaya Lane, L.B.S. Marg, Ghatkopar (W), Mumbai",Vaibhav Polyclinic and Siddharth Nursing Home,Maharashtra,Mumbai,400086,19.0880594,72.905286,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"3Rd Floor, M G Rd, Near Bank Of India, Ghatkopar West, Mumbai",Vatsalya Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400086,19.010738,72.832083,Gynaecologist & Obstetrician,110
"(Previously Known As The Metropolitan Heart Institute And Research Centre) Trimurti Arcade, L B S Marg, Near Sarvoday Hospital, Ghatkopar, (West), Mumbai",Zynova Heartcare Pvt. Ltd. / The Metropolitan Heart Institute And Research Centre,Maharashtra,Mumbai,400086,19.0908063,72.9076669,Ophthalmologist,30
Plot No 120 Saikunj Station Road Opp Ankur Theatre Govandi E Mumbai,Kallash Jeevan Hospital,Maharashtra,Mumbai,400088,19.0516874,72.9194798,Cardiologist,4
"Ujagar Prints, Sunder Naug, Opposite Deonar Bus Depot, Chembur, Chembur",Nova Medical Centres Private Limited,Maharashtra,Mumbai,400088,19.0327996,72.8963568,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"A1, A2, A3, Ranjan Ritika S V Road Next To Dahisar Polic Station Dahisar (E) Mumbai",Shraddha Hospital,Maharashtra,Mumbai,400088,19.2539332,72.8672448,Obstetrician,5
Chembur,Disha Psychiatric Clinic,Maharashtra,Mumbai,400089,19.0327996,72.8963568,"Nephrologist, Dialysis center",8
4 Tapasya 1St Floor Opp Shoppers Stop Above Icic Bank G M Road Chembur Mumbai,Dr Indumati Gopinathan Computerised Laboratory,Maharashtra,Mumbai,400089,19.0327996,72.8963568,Paediatrician,12
"409, Om Kemp Corner",Kapoor Eye Center,Maharashtra,Mumbai,400089,19.0759837,72.8776559,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",10
"2/252/3369, Tagore Nagar, Vikhroli, Mumbai",Priya Maternity Home,Maharashtra,Mumbai,400089,19.1108713,72.9324731,Gynaecologist & Obstetrician,35
"37, Dhanlaxmi Apartments,Pestom Sagar Road No.2,Amar Mahal,Chembur",Rane Hospital,Maharashtra,Mumbai,400089,19.0327996,72.8963568,Ophthalmologist,130
Chembur,Rushi Nursing Home,Maharashtra,Mumbai,400089,19.0327996,72.8963568,Cardiologist,110
"Gaikwadnagar, P.Y.Thorat Marg, Chembur, Mumbai",Shramik Nursing Home,Maharashtra,Mumbai,400089,19.0609237,72.9053059,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",30
"Cts-137, Nest To Chogles Hanuman Temple, Ram Mandir Road Babhai Borivali (W)",Bhargav Medical Centre,Maharashtra,Mumbai,400091,19.2268919,72.8444188,Obstetrician,4
"Kaustabh, Holy Cross Road, I C Colony, Borivali West, Mumbai",Dr. Abhijit Mahadeo Valanju,Maharashtra,Mumbai,400091,19.2486286,72.8500441,"Nephrologist, Dialysis center",13
"E- 18/001A, Yogi Nagar, Eksar Road, Borivali(W), Mumbai",Rajendra Maternity and Surgical Nursing Home,Maharashtra,Mumbai,400091,19.2380341,72.8452546,Paediatrician,5
"A-104, Shivdorshan, Satyanagar, Borivali (West)",Aastha Eye Clinic,Maharashtra,Mumbai,400092,19.231169,72.8387275,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",8
"S.V Road Barivali(W),Mumbai",Anand Medical Centre,Maharashtra,Mumbai,400092,19.222312,72.8534365,Gynaecologist & Obstetrician,5
Sejal 1St Floor Link Extension Road Off. Veera Desai Road Andheri (West),Belle-Vue General Nursing Home,Maharashtra,Mumbai,400092,19.1314413,72.8342384,Ophthalmologist,8
"Ganesh Nivas, 2Nd Floor, Pai Nagar, Borivali (E), Mumbai",Bhagat Nursing Home,Maharashtra,Mumbai,400092,19.235267,72.8607045,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",130
"A/001,Swapnalok Apt. Natakwala Lane, Off S.V. Road, Behind Sunder Super Market, Borivli (West), Mumbai",Dhanashri Nursing Home and Iccu,Maharashtra,Mumbai,400092,19.0759837,72.8776559,Gynaecologist & Obstetrician,110
"A/6,Shroff Apartment, Sodawala Lane Off., S.V.P.Road, Borivali (West), Mumbai",Dr. Alok Shahs Iccu and Nursing Home,Maharashtra,Mumbai,400092,19.2375183,72.8548501,Ophthalmologist,30
"Holy Cross Road, I C Colony, Boriwali(W)","Kaustubh Icu, Maternity Nursing Home",Maharashtra,Mumbai,400092,19.2505412,72.8506775,Cardiologist,4
Vashi,L H Fortis,Maharashtra,Mumbai,400092,19.0759837,72.8776559,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",13
"109-B, Lancelot Building, S V Road Borivali(W) Mumbai",Lancelot Dialysis Unit,Maharashtra,Mumbai,400092,19.2187105,72.8522215,Obstetrician,20
"103,104,Lobo Mansion, OppositeDigamber Jain Temple, S.V.P.Road, Borivali, Mumbai",Nanda Nursing Home-Borivli,Maharashtra,Mumbai,400092,19.2375183,72.8548501,"Nephrologist, Dialysis center",17
"2Nd Flr, Arunoday Shopping Centre, Next To Ajanta Theater Market Lane Borvili Mumbai",Neoplus Criticare Private Ltd.,Maharashtra,Mumbai,400092,19.0759837,72.8776559,Paediatrician,30
"C-01, Parasmani, Chikuwadi, Shimpoli, Borivali (W) Mumbai-",Niramay Mother-Care Centre (Maternity and Surgical),Maharashtra,Mumbai,400092,19.2213018,72.8399394,"Dermatologist, General Physician, Dentist, Gynaecologist & Obstetrician, ENT, Orthopaedic, Neurologist, Gastroenterologist, Cardiologist, Diabetologist, Breast Cancer",101
"Opposite Dr.S.S.Panya Chowk, Sodawala Lane, Borivli (W), Mumbai",Pandya Surgical and Maternity Hospital,Maharashtra,Mumbai,400092,19.0759837,72.8776559,Gynaecologist & Obstetrician,20
"Mangal Kunj 1St Floor, S.V. Road Borivli (W) Mumbai",Patel Nursing Home,Maharashtra,Mumbai,400092,19.226821,72.8549865,Ophthalmologist,7
"L T Road, Borivli (W)",Raj Jyoti Hospital,Maharashtra,Mumbai,400092,19.2301995,72.8404511,Cardiologist,11
"103, 1St, Floor, Ruby C H S Goral 2, Borivali",Renuka Children Clinic and Medicare Centre,Maharashtra,Mumbai,400092,19.2449206,72.8478044,"General Physician, Gynaecologist & Obstetrician, Orthopaedic, Paediatricians, Ophthalmologists",33
"C-2/201, Anjan Apartments, S. V. Road, Shimpoli Road Junction. Borivli (W), Mumbai",Rhushabh Nursing Home,Maharashtra,Mumbai,400092,19.0759837,72.8776559,Gynaecologist & Obstetrician,26
"Nanddham, L T Rd, Borivli (W) Mumbai",Rose Petal Nursing Home,Maharashtra,Mumbai,400092,19.2290453,72.8514375,Obstetrician,20
"101/A, Panchratna, Malji Nagar, Saibaba Mandir Road, Borivali (W), Mumbai",Sanghvi Maternity and Surgical Hospital,Maharashtra,Mumbai,400092,19.2172084,72.848035,"Nephrologist, Dialysis center",17
"1, Sakshat, Opposite Gokhale School, Shimpoli Cross Road No.2, Borivali (W),",Seth Ent and Eye Clinic,Maharashtra,Mumbai,400092,19.2465825,72.8502157,Paediatrician,30
